Quartier,Commune,Etage,Superficie,Piece,Electricite,Gaz,Eau,Acte notarie,Jardin,Livret foncier,Meuble,Garage,Prix
Eplefe oudeormina Rezdansse laycimen la hachoiur,El Achour,3.0,106,3.0,1,1,1,0,1,0,0,0,1550.0
oued roman,El Achour,2.0,80,2.0,0,0,0,0,0,0,0,0,2200.0
Eplf el yasmine,El Achour,4.0,100,3.0,0,0,0,0,0,0,0,0,3000.0
 Eplf el yassmine 1016,El Achour,2.0,120,4.0,1,1,1,0,0,0,0,0,3500.0
rsidence afak el achour,El Achour,4.0,98,4.0,1,1,1,0,0,0,1,0,2000.0
El achour ,El Achour,1.0,148,3.0,1,1,1,0,0,0,0,1,3000.0
oued roman ,El Achour,1.0,70,3.0,1,1,1,0,0,0,0,0,2800.0
Oued roman,El Achour,2.0,80,3.0,1,1,1,0,0,0,0,0,4300.0
ELBIAR,El Biar,2.0,86,3.0,1,1,1,1,0,1,0,0,4900.0
chik,El Biar,1.0,130,4.0,1,1,1,0,0,0,0,0,2700.0
Boulevard bougara ,El Biar,2.0,65,3.0,1,1,1,1,0,1,1,0,2000.0
la rsidence le Pacha,El Biar,5.0,100,3.0,1,1,1,1,0,1,0,0,1200.0
Boulevard bougara ,El Biar,2.0,68,3.0,1,1,1,1,1,1,0,0,1550.0
Boulevard bougara ,El Biar,7.0,50,2.0,1,1,1,1,0,1,0,0,1100.0
Boulevard bougara,El Biar,2.0,96,3.0,1,1,1,0,0,0,0,0,1800.0
Bd Bougara,El Biar,1.0,75,4.0,0,0,0,1,0,1,0,0,4600.0
boulvard bougara,El Biar,2.0,69,3.0,1,1,1,0,0,0,0,0,2200.0
121 boulevard Ali Khoudja - El BIAR ,El Biar,1.0,116,4.0,1,1,1,0,0,0,0,0,1100.0
alger el biar ,El Biar,2.0,76,4.0,1,1,1,1,0,0,0,1,1470.0
MAILKA GAID,El Biar,2.0,55,3.0,1,1,1,1,0,1,0,0,1880.0
Saint Raphal ,El Biar,6.0,76,4.0,0,0,0,1,0,0,0,0,2000.0
Cit Malki,El Biar,11.0,50,3.0,1,1,1,1,0,1,0,0,3400.0
draa 10,El Biar,1.0,65,2.0,1,0,1,1,1,0,0,0,2100.0
Bv bougara,El Biar,2.0,85,3.0,1,1,1,1,0,1,0,0,2800.0
SCALA,El Biar,2.0,140,4.0,1,1,1,0,0,0,0,0,2200.0
El biar ,El Biar,2.0,94,3.0,1,1,1,1,0,1,0,1,2800.0
Africana (boulevard bougara),El Biar,9.0,47,2.0,1,1,1,1,0,1,0,0,1500.0
Rue bougara el biar,El Biar,3.0,109,4.0,1,1,1,0,0,0,0,0,3300.0
La residance ,El Biar,7.0,62,4.0,1,1,1,0,0,0,1,0,1500.0
boulevard bouguerra,El Biar,2.0,45,2.0,1,1,1,1,0,1,0,0,1470.0
Mustapha khalef,El Biar,1.0,164,6.0,1,1,1,1,0,1,1,0,1500.0
Elbiar. Boulevards bougara,El Biar,4.0,80,3.0,1,1,1,1,0,1,0,0,1570.0
bougara ,El Biar,4.0,64,4.0,1,1,1,1,0,1,0,1,1500.0
Bd Bougara,El Biar,2.0,85,3.0,1,1,1,1,1,1,0,0,1400.0
ambassade d'italy ,El Biar,2.0,96,3.0,1,1,1,1,0,1,0,1,1500.0
BD bougara,El Biar,10.0,60,3.0,1,1,1,1,0,1,1,0,1200.0
Kenidi,El Biar,2.0,90,4.0,1,1,1,1,0,0,0,0,1350.0
milk bar,El Biar,3.0,43,2.0,0,1,1,1,0,1,0,0,1200.0
Mosquee d el biar,El Biar,2.0,68,3.0,1,1,1,1,0,1,0,0,1200.0
Boulevard Bougara (ex: Gallini),El Biar,1.0,55,3.0,0,0,0,0,0,0,0,0,1200.0
boulevard bougara,El Biar,2.0,75,4.0,1,1,1,1,0,1,0,0,1000.0
La rsidence ministre de la justice ,El Biar,6.0,60,3.0,1,1,1,1,0,0,0,0,2700.0
Ali khodja,El Biar,4.0,60,2.0,0,0,0,1,0,1,0,0,2450.0
La rsidence ,El Biar,7.0,87,4.0,1,1,1,1,0,1,1,1,1000.0
KAD,El Biar,2.0,76,3.0,1,1,1,0,0,0,0,0,2600.0
boulevard bougara,El Biar,6.0,140,4.0,1,1,1,1,0,1,0,0,1100.0
du stade,El Biar,1.0,68,3.0,1,1,1,1,0,1,0,0,1680.0
boulevard bougara,El Biar,7.0,60,2.0,0,0,0,0,0,0,0,0,1100.0
ali khodja,El Biar,2.0,70,3.0,1,1,1,1,0,1,0,0,2800.0
BOUGARA  EX GALINE,El Biar,4.0,150,5.0,1,1,1,1,0,1,0,1,2200.0
PLACE KENNEDY,El Biar,2.0,85,3.0,1,1,1,1,0,1,0,0,1300.0
Boulevard Bougarra,El Biar,4.0,145,4.0,1,1,1,0,0,0,1,1,3500.0
La Rochelle Boulevard Ahmed BOUGARA ex.GALLIENI,El Biar,1.0,172,6.0,1,1,1,1,1,1,0,1,1000.0
la residance  sara faiale ,El Biar,2.0,85,4.0,1,1,1,1,0,0,0,0,1150.0
africana,El Biar,5.0,44,2.0,1,1,1,1,0,1,0,0,1420.0
Boulevard Bougara,El Biar,10.0,70,3.0,1,1,1,0,0,0,0,0,2500.0
BD BOUGARA,El Biar,7.0,28,1.0,1,1,1,1,0,1,0,0,1500.0
route principale bougara ,El Biar,1.0,88,3.0,1,1,1,1,0,1,1,1,1300.0
lzs deux anti ,El Biar,2.0,140,4.0,0,0,0,1,0,1,0,0,1200.0
Scala,El Biar,3.0,94,4.0,1,1,1,0,0,0,0,0,1100.0
ali khodja,El Biar,2.0,90,4.0,1,1,1,1,0,1,0,0,1100.0
jean jaures,El Biar,11.0,40,2.0,1,1,1,0,0,0,0,0,1006.0
ST raphael,El Biar,2.0,143,4.0,1,1,1,0,0,0,0,1,2400.0
ELBIAR,El Biar,2.0,36,2.0,1,1,1,0,0,0,0,0,1250.0
"Ali Khodja (en face ex. gallerie, actuellement Promy)",El Biar,4.0,72,3.0,1,1,1,0,0,0,1,0,1400.0
ancienne villas colonale  deriere  l  elbieroise,El Biar,2.0,60,3.0,1,1,1,0,1,0,0,0,1250.0
bougara ,El Biar,2.0,76,3.0,1,1,1,0,0,0,0,0,1300.0
Ali khoudja,El Biar,4.0,64,3.0,1,1,1,0,0,0,0,0,1200.0
le caid,El Biar,8.0,90,4.0,0,0,0,0,0,0,0,0,1650.0
"bougara el biar "" ganini""",El Biar,9.0,61,3.0,1,1,1,0,0,0,0,0,1000.0
el biar,El Biar,5.0,55,2.0,1,1,1,1,0,1,0,0,1200.0
centre,El Biar,2.0,56,3.0,1,1,1,0,0,0,0,0,1500.0
Galini .,El Biar,6.0,200,5.0,1,1,1,1,0,1,0,1,2200.0
chateau neuf ,El Biar,1.0,115,5.0,1,1,1,0,1,0,0,0,1250.0
Africana,El Biar,2.0,53,2.0,1,1,1,1,0,1,0,0,1280.0
Calme,El Biar,2.0,115,4.0,1,1,1,1,0,1,0,0,1300.0
El biar,El Biar,2.0,100,4.0,0,0,0,0,0,0,0,0,1500.0
Scala,El Biar,3.0,70,3.0,0,0,0,0,0,0,0,0,1300.0
EL BIAR RESIDENCE LE PACHA,El Biar,1.0,157,4.0,1,1,1,0,0,0,0,0,1100.0
la cite des fonctionaires,El Biar,1.0,80,3.0,1,1,1,1,0,1,0,0,1200.0
DEVENT LE STADE DE ELBIAR,El Biar,1.0,176,6.0,1,1,1,0,0,0,0,0,1300.0
caid . centre elbiar .,El Biar,8.0,160,6.0,1,1,1,1,0,1,0,0,1000.0
scala champ marino.,El Biar,2.0,100,4.0,1,1,1,0,0,0,0,0,1300.0
Chemin des Glycines ,El Biar,1.0,130,4.0,1,1,1,0,0,0,0,0,2000.0
sarah fayet,El Biar,1.0,115,4.0,1,1,1,0,1,0,0,0,1500.0
val d'hydra,El Biar,1.0,138,4.0,1,1,1,0,0,0,1,1,1390.0
poirson,El Biar,2.0,127,4.0,1,1,1,0,0,0,0,0,1200.0
parc des pins,El Biar,2.0,56,2.0,1,1,1,0,0,0,0,0,2250.0
La Residance Sint Raphal.,El Biar,4.0,70,4.0,1,1,1,0,0,0,0,0,2700.0
Ministre de la defonce,El Biar,12.0,70,3.0,1,1,1,0,0,0,0,0,3700.0
El biar,El Biar,1.0,50,2.0,1,1,1,0,0,0,0,0,1100.0
Elbiar . cite Baranesse.,El Biar,4.0,80,3.0,1,1,1,0,0,0,0,0,1100.0
sarah fayet,El Biar,1.0,115,4.0,1,1,1,0,1,0,0,0,2100.0
val d'hydra,El Biar,1.0,138,4.0,1,1,1,0,0,0,1,1,1400.0
poirson,El Biar,2.0,127,4.0,1,1,1,0,0,0,0,0,2000.0
El biar,El Biar,1.0,85,3.0,1,1,1,0,0,0,0,0,1650.0
parc des pins,El Biar,2.0,56,2.0,1,1,1,0,0,0,0,0,1300.0
La Residance Sint Raphal.,El Biar,4.0,70,4.0,1,1,1,0,0,0,0,0,1600.0
Ministre de la defonce,El Biar,12.0,70,3.0,1,1,1,0,0,0,0,0,2150.0
El biar,El Biar,1.0,50,2.0,1,1,1,0,0,0,0,0,2500.0
Elbiar . cite Baranesse.,El Biar,4.0,80,3.0,1,1,1,0,0,0,0,0,2700.0
m0gador,El Biar,10.0,75,3.0,0,0,0,0,0,0,0,0,1300.0
boulvard bougara,El Biar,1.0,168,4.0,1,1,1,0,1,0,0,0,4000.0
Skala,El Biar,4.0,72,3.0,1,1,1,0,0,0,0,0,3600.0
poirson ,El Biar,1.0,83,3.0,1,1,1,0,1,0,1,1,2300.0
centre,El Biar,1.0,50,2.0,0,0,0,0,0,0,0,0,1100.0
BD BOUGARA,El Biar,5.0,50,2.0,0,0,0,0,0,0,0,1,1550.0
Tagara,El Biar,2.0,70,3.0,1,1,1,0,0,0,0,0,1200.0
Boulevard Bougara,El Biar,2.0,133,5.0,1,1,1,0,0,0,0,1,1500.0
Bourouba ,El Harrach,3.0,90,3.0,1,1,1,1,0,0,0,1,1350.0
Cit ppinire la radieuse ,El Harrach,2.0,63,3.0,1,1,1,0,0,0,0,0,1400.0
El harrach,El Harrach,3.0,96,3.0,1,1,1,0,0,0,0,0,1700.0
BELFORT,El Harrach,3.0,56,3.0,1,1,1,1,0,1,0,0,2500.0
CENTRE EL HARRACH LES ARCADES,El Harrach,4.0,100,4.0,1,1,1,1,0,1,0,0,1350.0
Belfort,El Harrach,2.0,67,3.0,1,1,1,0,0,0,0,0,1450.0
Sidi Mbarek,El Harrach,4.0,80,4.0,1,1,1,1,0,1,0,0,1700.0
sidi mbarek,El Harrach,1.0,41,2.0,1,1,1,1,0,1,0,0,1400.0
belle vue,El Harrach,2.0,72,3.0,1,1,1,1,0,1,1,0,1400.0
harrach,El Harrach,2.0,96,3.0,1,1,1,1,0,1,0,0,1430.0
Belle fort,El Harrach,2.0,97,4.0,1,1,1,1,0,1,1,0,1200.0
centre ville,El Harrach,2.0,250,10.0,1,1,1,1,0,1,0,0,1600.0
belfort,El Harrach,3.0,75,3.0,1,1,1,1,0,0,0,0,1000.0
Les hlm,El Harrach,1.0,100,4.0,1,1,1,1,0,0,0,0,1200.0
Belfort,El Harrach,3.0,65,3.0,1,1,1,1,0,0,0,0,1850.0
Belfort,El Harrach,3.0,120,4.0,1,1,1,1,0,0,0,0,2000.0
belle fort,El Harrach,1.0,55,3.0,1,1,1,1,0,1,0,0,1300.0
les achleme,El Harrach,6.0,98,4.0,0,0,0,0,0,0,0,0,2600.0
belfort,El Harrach,3.0,62,3.0,1,1,1,1,0,1,0,0,1800.0
La Radius,El Harrach,2.0,64,3.0,1,1,1,1,0,1,0,0,1900.0
Cit coopimad ,El Harrach,2.0,95,4.0,1,1,1,1,1,0,0,1,2600.0
"belfort, hassan badi",El Harrach,1.0,40,3.0,1,1,1,1,0,1,0,0,2200.0
Belle fort ,El Harrach,2.0,97,4.0,1,1,1,1,0,1,1,0,2800.0
HLM,El Harrach,3.0,60,3.0,0,1,1,1,0,1,0,0,3700.0
35 AVENUE BOUAMAMA BELFORT,El Harrach,3.0,66,3.0,1,1,1,1,0,1,0,0,2300.0
Belfort (  ct des rue des portables),El Harrach,1.0,111,4.0,1,1,1,1,0,0,0,0,1600.0
Cit sidi mbarek,El Harrach,4.0,78,4.0,1,1,1,1,0,1,0,0,2600.0
rue arago,El Harrach,3.0,100,4.0,1,1,1,0,0,0,0,1,3850.0
el harrach,El Harrach,2.0,120,4.0,1,1,1,0,0,0,0,0,3500.0
Boumati ,El Harrach,1.0,62,3.0,1,1,1,1,0,1,0,0,2300.0
Belle fort ,El Harrach,2.0,100,4.0,1,1,1,0,0,0,0,0,4000.0
BELFORT,El Harrach,6.0,100,4.0,1,1,1,1,0,1,0,1,4000.0
el harrach centre printemps magazin ,El Harrach,5.0,85,4.0,1,1,1,1,0,0,0,0,2300.0
Belfort elharrach ,El Harrach,1.0,67,3.0,1,1,1,0,0,0,0,0,2800.0
"el mohammadia, cit les dunes",El Harrach,10.0,84,4.0,0,0,0,0,0,0,0,0,3500.0
nouvelle citee kourifa,El Harrach,3.0,75,3.0,1,1,1,0,0,0,0,0,2500.0
belfort,El Harrach,1.0,124,3.0,1,1,1,0,0,0,0,0,2800.0
Cit aissat iddir el Harrach Alger centre,El Harrach,7.0,98,4.0,1,1,1,0,0,0,0,0,2300.0
Cit sidi mbarek,El Harrach,4.0,78,4.0,1,1,1,1,0,1,0,0,2700.0
rue arago,El Harrach,3.0,100,4.0,1,1,1,0,0,0,0,1,1100.0
el harrach,El Harrach,2.0,120,4.0,1,1,1,0,0,0,0,0,4700.0
Boumati ,El Harrach,1.0,62,3.0,1,1,1,1,0,1,0,0,1100.0
Aisset Idir (H.L.M),El Harrach,1.0,40,3.0,1,1,1,1,0,0,0,0,4200.0
Belle fort ,El Harrach,2.0,100,4.0,1,1,1,0,0,0,0,0,2800.0
BELFORT,El Harrach,6.0,100,4.0,1,1,1,1,0,1,0,1,4500.0
el harrach centre printemps magazin ,El Harrach,5.0,85,4.0,1,1,1,1,0,0,0,0,2200.0
Belfort elharrach ,El Harrach,1.0,67,3.0,1,1,1,0,0,0,0,0,2300.0
Rue Mohamed Zekal,El Madania,1.0,70,3.0,1,1,1,0,0,0,1,0,3200.0
diar essaada,El Madania,4.0,74,3.0,1,1,1,1,0,0,0,0,1700.0
saada,El Madania,1.0,40,2.0,1,1,1,1,0,1,0,0,3300.0
  ,El Madania,4.0,80,4.0,1,1,1,1,0,1,0,0,4000.0
Salombier ,El Madania,1.0,54,2.0,1,1,1,1,0,1,0,0,3300.0
saada,El Madania,3.0,80,3.0,1,1,1,0,0,0,0,0,1900.0
Diar Es saada Bt ( A ) N 104 ,El Madania,3.0,74,3.0,1,1,1,1,0,1,0,0,4800.0
Diar es saada ,El Madania,1.0,44,2.0,1,1,1,1,0,1,0,0,5000.0
Cit El Mahoul,El Madania,1.0,40,3.0,1,1,1,1,0,1,1,0,2000.0
40 rue ammar boudelase bt MOUFOK ATHMANE EX - ALBA,El Madania,1.0,80,4.0,1,1,1,1,0,1,0,0,2000.0
boulevard des martyrs elmadania alger,El Madania,1.0,40,3.0,1,1,1,0,0,0,0,0,3500.0
Diar elmahoul,El Madania,1.0,34,2.0,1,0,1,1,0,0,0,0,2800.0
 26milliards les sources,El Madania,3.0,90,3.0,1,1,1,1,0,0,1,0,1800.0
Boulevard des martyrs,El Madania,4.0,82,4.0,1,1,1,1,0,1,0,0,2900.0
Diar el mahoul,El Madania,4.0,31,2.0,1,1,1,1,0,1,0,0,1500.0
Les trois frre (hemam 9dim),El Madania,1.0,42,2.0,1,1,1,1,0,1,0,0,3000.0
Jasmins,El Madania,3.0,65,4.0,1,1,1,0,0,0,0,1,2100.0
Diar essada,El Madania,1.0,43,2.0,0,0,0,1,0,1,0,0,2400.0
CITY FICO H DAY ALGER,El Magharia,4.0,73,3.0,1,1,1,0,0,0,0,0,2300.0
Cit Fico,El Magharia,6.0,65,3.0,1,1,1,0,0,0,0,1,3300.0
Fico,El Magharia,7.0,60,2.0,1,1,1,1,0,0,0,0,2400.0
ct rouge armaf,El Magharia,4.0,60,3.0,1,1,1,0,0,0,0,0,1900.0
cit ofares caroubier,El Magharia,2.0,70,3.0,1,1,1,0,0,0,1,0,3000.0
City fico,El Magharia,4.0,60,2.0,1,1,1,1,0,0,0,0,2300.0
Cit armaf,El Magharia,1.0,58,3.0,1,1,1,1,0,1,0,0,2400.0
Lucien Raynaud ( ct de l'Ambassade du Royaume-Uni),El Mouradia,2.0,118,5.0,1,1,1,1,0,1,1,1,3000.0
Golf,El Mouradia,1.0,83,3.0,1,1,1,0,0,1,0,0,2500.0
  cot de l'Ambassade de Grande-Bretagne,El Mouradia,2.0,118,4.0,1,1,1,0,0,0,0,1,1550.0
Le golf ,El Mouradia,1.0,65,3.0,1,1,1,1,0,0,0,0,3700.0
 ,El Mouradia,2.0,80,4.0,1,1,1,1,0,0,0,0,4800.0
Boulevard des Martyres,El Mouradia,2.0,80,4.0,1,1,1,0,0,0,0,0,4500.0
la colonne ,El Mouradia,1.0,59,2.0,1,1,1,1,1,1,1,1,3500.0
Rue Mohamed gacem,El Mouradia,1.0,68,2.0,1,1,1,1,0,1,0,0,2200.0
Mouradia ,El Mouradia,1.0,65,3.0,1,1,1,1,0,1,0,0,3000.0
LOGIE FAMILIALES,El Mouradia,1.0,60,3.0,1,1,1,1,0,1,0,1,2400.0
lle ravin de la femme sauvage (el golf),El Mouradia,2.0,63,3.0,1,1,1,1,0,0,0,0,3400.0
"VER..LA colonne varole,",El Mouradia,4.0,112,4.0,1,1,1,1,0,1,0,0,2000.0
Souidani Boudjemaa,El Mouradia,4.0,110,4.0,1,1,1,1,0,1,0,0,3600.0
Golf,El Mouradia,6.0,80,3.0,0,0,0,0,0,0,0,0,2400.0
dyar el saada,El Mouradia,2.0,78,3.0,0,0,0,1,0,0,0,0,1400.0
Presidence,El Mouradia,2.0,108,4.0,1,1,1,1,0,1,0,1,3500.0
souidani boudjemaa ,El Mouradia,3.0,145,3.0,1,1,1,1,1,1,0,0,2400.0
boulevard des martyrs ,El Mouradia,3.0,80,3.0,1,1,1,0,0,0,1,0,2450.0
boulevard des martyrs ,El Mouradia,1.0,80,3.0,1,1,1,1,1,1,1,0,3200.0
El golf,El Mouradia,1.0,63,3.0,1,1,1,0,0,0,0,0,2800.0
golf,El Mouradia,1.0,100,3.0,1,1,1,0,0,0,0,1,2500.0
SUIDANI BOUDJEMAA,El Mouradia,1.0,97,3.0,1,1,1,0,0,0,0,0,2800.0
el golf,El Mouradia,1.0,120,4.0,1,1,1,0,0,0,0,1,2600.0
Boulevard des martyres ,El Mouradia,3.0,80,3.0,0,0,0,0,0,0,0,0,4500.0
golf,El Mouradia,5.0,90,4.0,1,1,1,0,0,0,0,0,4400.0
La prsidence ,El Mouradia,1.0,75,4.0,1,1,1,0,0,0,0,0,2500.0
golf,El Mouradia,4.0,55,2.0,1,1,1,0,0,0,0,0,2300.0
Golf  (Souidani Boudjemaa) en face lhtel Saint George ,El Mouradia,2.0,104,3.0,1,1,1,0,0,0,0,0,2200.0
golf ,El Mouradia,3.0,50,2.0,1,1,1,0,0,0,0,0,1900.0
el 9arass,Gue de Constantine,1.0,73,3.0,1,1,1,0,0,0,0,0,1500.0
centre,Gue de Constantine,1.0,59,3.0,1,1,1,1,0,0,0,0,1200.0
CITE HAYET,Gue de Constantine,3.0,60,3.0,1,1,1,1,0,0,0,0,1600.0
Djenne sfari,Gue de Constantine,2.0,70,3.0,1,1,1,1,0,1,0,0,1300.0
Cit Hayet,Gue de Constantine,2.0,42,2.0,1,1,1,1,0,1,0,0,1380.0
Cit hayet ,Gue de Constantine,3.0,60,3.0,1,1,0,1,0,1,0,0,2255.0
Bourouba ,Gue de Constantine,2.0,90,3.0,1,1,1,1,0,0,0,1,1100.0
  Cite390 SONATIBA  Logement  ,Gue de Constantine,2.0,90,4.0,1,1,1,1,0,1,0,0,1200.0
Cosider ,Gue de Constantine,4.0,112,4.0,1,1,1,1,0,1,0,0,1900.0
cite hayet,Gue de Constantine,2.0,48,2.0,1,1,1,1,0,1,0,0,1600.0
cit 17 octobre,Gue de Constantine,3.0,60,3.0,1,1,1,1,0,0,0,0,1700.0
Cite hayet,Gue de Constantine,3.0,54,3.0,1,1,1,1,0,0,0,0,1000.0
AIN NAADJA,Gue de Constantine,3.0,73,3.0,1,1,1,1,1,0,0,0,1700.0
Cit hayet,Gue de Constantine,2.0,42,2.0,0,0,0,1,0,1,0,0,1500.0
Sonatiba ,Gue de Constantine,4.0,95,4.0,0,0,0,1,0,1,0,0,1250.0
Cit Madrid,Gue de Constantine,2.0,70,3.0,1,1,1,1,0,0,0,0,1600.0
Cit El-Hayet,Gue de Constantine,4.0,60,3.0,1,1,1,1,0,1,0,0,2200.0
cit 286 logements,Gue de Constantine,3.0,98,4.0,1,1,1,1,0,0,0,0,1000.0
City 310 batimou 115 n 5,Gue de Constantine,2.0,50,3.0,1,1,1,0,0,0,1,0,1750.0
el malha,Gue de Constantine,4.0,80,3.0,1,1,1,0,0,0,0,0,1200.0
cite hayat,Gue de Constantine,4.0,46,2.0,1,1,1,1,0,0,0,0,1400.0
lonab .coti djam3 chik nadjib,Gue de Constantine,1.0,70,3.0,1,1,1,1,0,1,0,0,1200.0
citi hyate,Gue de Constantine,1.0,64,4.0,1,1,1,0,1,0,1,0,1500.0
siyam hicham .cyti hayat,Gue de Constantine,1.0,70,2.0,1,1,1,1,0,1,1,0,1600.0
200 lgm,Gue de Constantine,2.0,74,3.0,0,0,0,1,0,0,0,0,1850.0
200 logts,Gue de Constantine,4.0,75,3.0,1,1,1,1,0,1,0,0,1000.0
sonatiba,Gue de Constantine,2.0,85,4.0,1,1,1,1,0,0,0,0,1800.0
cit 200 logt ,Gue de Constantine,1.0,73,4.0,1,1,1,0,0,0,0,0,1700.0
cit hayat,Gue de Constantine,1.0,60,3.0,0,0,0,1,1,1,0,1,1800.0
gue de constantine,Gue de Constantine,1.0,68,3.0,1,1,1,1,0,0,0,0,1750.0
Cit hayet,Gue de Constantine,2.0,82,3.0,1,1,1,1,0,0,0,0,2300.0
Cite Cite  hayet  Gue de  constantine   ,Gue de Constantine,2.0,72,3.0,1,1,1,0,0,0,0,0,1000.0
Cit Hayat ,Gue de Constantine,1.0,80,3.0,1,1,1,0,0,0,0,0,1600.0
sityi hayat,Gue de Constantine,1.0,69,2.0,1,1,1,0,0,0,0,1,1200.0
Cit 390 logements ,Gue de Constantine,3.0,74,3.0,1,1,1,0,0,0,0,0,2000.0
cityi hayat .suam hicham,Gue de Constantine,1.0,68,2.0,1,1,1,0,0,0,0,1,1500.0
CITE SONATIBA  Gue de Constantine ( Ain nadja ) ,Gue de Constantine,6.0,72,3.0,1,0,1,0,0,0,0,0,1300.0
CITI HAYATE  CITI ASAFA,Gue de Constantine,1.0,64,3.0,1,1,1,0,1,0,1,0,1900.0
cityi hayat .cyam hicham,Gue de Constantine,1.0,70,2.0,1,1,1,0,0,0,0,1,2000.0
cite hayet ,Gue de Constantine,2.0,54,3.0,1,1,1,0,0,0,0,0,1120.0
 cite  Sonatiba (hayet),Gue de Constantine,4.0,70,3.0,1,1,1,0,0,0,0,0,1500.0
residence sonelgaz,Gue de Constantine,4.0,110,4.0,1,1,1,0,0,0,0,0,1350.0
Centre ville bainem ,Hammamet,3.0,140,5.0,1,1,1,0,0,0,0,0,2000.0
Le phare,Hammamet,1.0,70,3.0,1,1,1,0,1,0,0,0,2200.0
bainame ,Hammamet,1.0,186,6.0,1,1,1,1,0,0,0,0,1300.0
600 logts  bainem,Hammamet,1.0,80,4.0,1,1,1,0,0,0,0,0,1500.0
Bainem Falz,Hammamet,2.0,74,3.0,1,1,1,1,0,1,0,0,1520.0
LE PHARE,Hammamet,6.0,75,3.0,1,1,1,0,0,0,0,0,2200.0
les bains romains,Hammamet,2.0,156,5.0,1,1,1,0,0,0,0,0,2000.0
Le phare,Hammamet,1.0,70,3.0,1,1,1,1,1,0,0,0,3500.0
saint cloud ,Hammamet,3.0,70,2.0,1,1,1,0,0,0,0,0,1400.0
la fayette.,Hammamet,5.0,78,3.0,1,1,1,0,0,0,0,0,1250.0
Cit 240 Logements  Bainem,Hammamet,1.0,85,4.0,1,1,1,1,0,0,0,0,1700.0
"316 Logts, BT : 13,n:24,le phare.",Hammamet,5.0,82,3.0,1,1,1,0,1,0,1,0,1000.0
hraoua,Hraoua,3.0,140,4.0,1,1,1,0,0,0,0,1,1350.0
hraoua,Hraoua,3.0,100,4.0,1,1,1,1,0,1,0,0,1250.0
Hraoua,Hraoua,2.0,135,4.0,1,1,1,1,0,0,0,0,1400.0
HRAOUA,Hraoua,2.0,125,4.0,1,1,1,1,0,0,0,1,1550.0
 AADL,Hraoua,1.0,84,4.0,1,1,1,1,0,0,1,0,1500.0
maamria a cot de AADL ,Hraoua,3.0,135,4.0,1,1,1,1,0,0,0,0,1350.0
cooperative cite cnep 142 LOGTS,Hraoua,1.0,128,4.0,1,1,1,1,1,0,0,1,1000.0
cooperative cite cnep 142 LOGTS,Hraoua,1.0,128,4.0,1,1,1,0,1,0,0,1,1350.0
Aadl,Hraoua,3.0,90,4.0,1,1,1,1,0,0,0,0,1000.0
AADL,Hraoua,7.0,80,3.0,1,1,1,0,0,0,0,0,2900.0
Adl,Hraoua,8.0,90,4.0,1,1,1,1,0,0,0,0,1200.0
cooperative a cote de la mosque,Hraoua,3.0,122,5.0,1,1,1,0,0,0,0,0,1700.0
AADL,Hraoua,8.0,85,4.0,1,1,1,0,0,0,0,0,2000.0
Aadl,Hraoua,8.0,85,4.0,1,1,1,0,0,0,0,0,1600.0
hraoua centre,Hraoua,3.0,130,4.0,1,1,1,0,0,0,0,1,1900.0
Aadl,Hraoua,8.0,85,4.0,1,1,1,0,0,0,0,0,2300.0
AIN KAHLA,Hraoua,4.0,110,4.0,0,0,0,0,0,0,0,0,2400.0
Lafarge,Hussein Dey,4.0,86,3.0,1,1,1,1,0,1,0,0,2800.0
Bourouba Bachdjerrah ,Hussein Dey,2.0,90,3.0,1,1,1,1,0,0,0,1,2100.0
Cit Fico ,Hussein Dey,6.0,120,4.0,1,0,0,1,1,1,0,0,2300.0
Rue tripoli,Hussein Dey,4.0,60,2.0,1,1,1,1,0,1,0,0,2000.0
hdey,Hussein Dey,1.0,68,3.0,1,1,1,1,0,1,0,0,2250.0
"cit FICO caroubier ""Kharouba""",Hussein Dey,7.0,75,3.0,1,1,1,1,0,0,0,0,1300.0
Ben Siam,Hussein Dey,1.0,73,3.0,1,1,1,1,1,1,0,1,2550.0
residence familiale,Hussein Dey,7.0,65,3.0,1,1,1,1,0,1,0,0,3000.0
rue tripoli,Hussein Dey,2.0,46,2.0,1,1,1,1,0,1,0,0,1900.0
"L'etoile,a 150M de l'arret du tramway Tripoli Mosque",Hussein Dey,2.0,43,2.0,1,1,1,1,0,1,0,0,2250.0
brossette,Hussein Dey,4.0,45,2.0,1,1,1,0,1,0,0,0,2200.0
Karoubier ,Hussein Dey,3.0,90,4.0,1,1,1,1,0,0,0,0,1400.0
houass ben chahra,Hussein Dey,1.0,75,4.0,1,1,1,0,0,0,0,0,2700.0
rue tripoli,Hussein Dey,1.0,60,3.0,1,1,1,0,1,0,0,0,2400.0
Caroubier cit sonatrach ,Hussein Dey,4.0,107,4.0,1,1,1,0,0,0,0,0,2400.0
panorama,Hussein Dey,10.0,60,3.0,1,1,1,0,0,1,0,0,1400.0
tripoli,Hussein Dey,2.0,84,3.0,1,1,1,1,0,1,0,0,2500.0
El magharia,Hussein Dey,6.0,83,4.0,1,1,1,1,0,1,0,0,2300.0
Hussein dey ,Hussein Dey,2.0,120,4.0,1,1,1,1,0,1,0,0,2100.0
Tripoli ,Hussein Dey,4.0,70,3.0,1,1,1,0,0,0,0,0,1750.0
